"Item Type","Product ID","Product Name","Product Type","Product Code/SKU","Bin Picking Number","Brand Name","Option Set","Option Set Align","Product Description",Price,"Cost Price","Retail Price","Sale Price","Fixed Shipping Cost","Free Shipping","Product Warranty","Product Weight","Product Width","Product Height","Product Depth","Allow Purchases?","Product Visible?","Product Availability","Track Inventory","Current Stock Level","Low Stock Level",Category,"Product Image ID - 1","Product Image File - 1","Product Image Description - 1","Product Image Is Thumbnail - 1","Product Image Sort - 1","Search Keywords","Page Title","Meta Keywords","Meta Description","Product Condition","Show Product Condition?","Sort Order","Product Tax Class","Product UPC/EAN","Stop Processing Rules","Product URL","Redirect Old URL?","GPS Global Trade Item Number","GPS Manufacturer Part Number","GPS Gender","GPS Age Group","GPS Color","GPS Size","GPS Material","GPS Pattern","GPS Item Group ID","GPS Category","GPS Enabled","Tax Provider Tax Code","Product Custom Fields"
Product,2842,"Green Beans (Round Beans)-25 lb",P,,,,,Right,"<p><strong>Fresh Produce</strong><br /><span>Enjoy the freshness!!!</span><br /><br /><strong></p>",49.99,42.00,0.00,0.00,0.0000,N,,25.0000,0.0000,0.0000,0.0000,Y,Y,,none,0,0,"Fresh Produce",,,,,,"Green Beans (Round Beans)-25 lb, Vegetables, Fresh Produce, Veggies, SuperiorOne",,,,New,N,0,"Default Tax Class",,N,/green-beans-round-beans-25-lb/,,,,,,,,,,,,N,,
Product,2843,"Green Garlic-10 lb",P,,,,,Right,"<p><strong>Fresh Produce</strong><br /><span>Enjoy the freshness!!!</span><br /><br /><strong></p>",71.99,60.00,0.00,0.00,0.0000,N,,10.0000,0.0000,0.0000,0.0000,Y,Y,,none,0,0,"Fresh Produce",,,,,,"Green Garlic-10 lb, Vegetables, Fresh Produce, Veggies, SuperiorOne",,,,New,N,0,"Default Tax Class",,N,/green-garlic-10-lb/,,,,,,,,,,,,N,,
Product,2844,"Green Mango-45 lb",P,,,,,Right,"<p><strong>Fresh Produce</strong><br /><span>Enjoy the freshness!!!</span><br /><br /><strong></p>",125.99,105.00,0.00,0.00,0.0000,N,,45.0000,0.0000,0.0000,0.0000,Y,Y,,none,0,0,"Fresh Produce",,,,,,"Green Mango-45 lb, Vegetables, Fresh Produce, Veggies, SuperiorOne",,,,New,N,0,"Default Tax Class",,N,/green-mango-45-lb/,,,,,,,,,,,,N,,
Product,2845,"Guvar Beans-20 b",P,,,,,Right,"<p><strong>Fresh Produce</strong><br /><span>Enjoy the freshness!!!</span><br /><br /><strong></p>",70.99,59.00,0.00,0.00,0.0000,N,,2.0000,0.0000,0.0000,0.0000,Y,Y,,none,0,0,"Fresh Produce",,,,,,"Guvar Beans-20 b, Vegetables, Fresh Produce, Veggies, SuperiorOne",,,,New,N,0,"Default Tax Class",,N,/guvar-beans-20-b/,,,,,,,,,,,,N,,
Product,2846,"Jalapeno (L)-35 lb",P,,,,,Right,"<p><strong>Fresh Produce</strong><br /><span>Enjoy the freshness!!!</span><br /><br /><strong></p>",27.99,23.00,0.00,0.00,0.0000,N,,35.0000,0.0000,0.0000,0.0000,Y,Y,,none,0,0,"Fresh Produce",,,,,,"Jalapeno (L)-35 lb, Vegetables, Fresh Produce, Veggies, SuperiorOne",,,,New,N,0,"Default Tax Class",,N,/jalapeno-l-35-lb/,,,,,,,,,,,,N,,
Product,2847,"Japanese Yam-40 lb",P,,,,,Right,"<p><strong>Fresh Produce</strong><br /><span>Enjoy the freshness!!!</span><br /><br /><strong></p>",40.99,34.00,0.00,0.00,0.0000,N,,40.0000,0.0000,0.0000,0.0000,Y,Y,,none,0,0,"Fresh Produce",,,,,,"Japanese Yam-40 lb, Vegetables, Fresh Produce, Veggies, SuperiorOne",,,,New,N,0,"Default Tax Class",,N,/japanese-yam-40-lb/,,,,,,,,,,,,N,,
Product,2848,"Jicama-30 lb",P,,,,,Right,"<p><strong>Fresh Produce</strong><br /><span>Enjoy the freshness!!!</span><br /><br /><strong></p>",27.99,23.00,0.00,0.00,0.0000,N,,30.0000,0.0000,0.0000,0.0000,Y,Y,,none,0,0,"Fresh Produce",,,,,,"Jicama-30 lb, Vegetables, Fresh Produce, Veggies, SuperiorOne",,,,New,N,0,"Default Tax Class",,N,/jicama-30-lb/,,,,,,,,,,,,N,,
Product,2849,"Jr Baby Bokchoy-20 lb",P,,,,,Right,"<p><strong>Fresh Produce</strong><br /><span>Enjoy the freshness!!!</span><br /><br /><strong></p>",42.99,36.00,0.00,0.00,0.0000,N,,20.0000,0.0000,0.0000,0.0000,Y,Y,,none,0,0,"Fresh Produce",,,,,,"Jr Baby Bokchoy-20 lb, Vegetables, Fresh Produce, Veggies, SuperiorOne",,,,New,N,0,"Default Tax Class",,N,/jr-baby-bokchoy-20-lb/,,,,,,,,,,,,N,,
Product,2850,"Kabocha ( Jp Pumpkin)-30 lb",P,,,,,Right,"<p><strong>Fresh Produce</strong><br /><span>Enjoy the freshness!!!</span><br /><br /><strong></p>",42.99,36.00,0.00,0.00,0.0000,N,,30.0000,0.0000,0.0000,0.0000,Y,Y,,none,0,0,"Fresh Produce",,,,,,"Kabocha ( Jp Pumpkin)-30 lb, Vegetables, Fresh Produce, Veggies, SuperiorOne",,,,New,N,0,"Default Tax Class",,N,/kabocha-jp-pumpkin-30-lb/,,,,,,,,,,,,N,,
Product,2851,"Kai Choy-25 lb",P,,,,,Right,"<p><strong>Fresh Produce</strong><br /><span>Enjoy the freshness!!!</span><br /><br /><strong></p>",39.99,33.00,0.00,0.00,0.0000,N,,25.0000,0.0000,0.0000,0.0000,Y,Y,,none,0,0,"Fresh Produce",,,,,,"Kai Choy-25 lb, Vegetables, Fresh Produce, Veggies, SuperiorOne",,,,New,N,0,"Default Tax Class",,N,/kai-choy-25-lb/,,,,,,,,,,,,N,,
Product,2852,"Kai Lan ( Gai Lan)-25 lb",P,,,,,Right,"<p><strong>Fresh Produce</strong><br /><span>Enjoy the freshness!!!</span><br /><br /><strong></p>",70.99,59.00,0.00,0.00,0.0000,N,,25.0000,0.0000,0.0000,0.0000,Y,Y,,none,0,0,"Fresh Produce",,,,,,"Kai Lan ( Gai Lan)-25 lb, Vegetables, Fresh Produce, Veggies, SuperiorOne",,,,New,N,0,"Default Tax Class",,N,/kai-lan-gai-lan-25-lb/,,,,,,,,,,,,N,,
Product,2853,"Kohlrabi-35 lb",P,,,,,Right,"<p><strong>Fresh Produce</strong><br /><span>Enjoy the freshness!!!</span><br /><br /><strong></p>",49.99,42.00,0.00,0.00,0.0000,N,,35.0000,0.0000,0.0000,0.0000,Y,Y,,none,0,0,"Fresh Produce",,,,,,"Kohlrabi-35 lb, Vegetables, Fresh Produce, Veggies, SuperiorOne",,,,New,N,0,"Default Tax Class",,N,/kohlrabi-35-lb/,,,,,,,,,,,,N,,
Product,2854,"Korean Daikon-40 lb",P,,,,,Right,"<p><strong>Fresh Produce</strong><br /><span>Enjoy the freshness!!!</span><br /><br /><strong></p>",27.99,23.50,0.00,0.00,0.0000,N,,40.0000,0.0000,0.0000,0.0000,Y,Y,,none,0,0,"Fresh Produce",,,,,,"Korean Daikon-40 lb, Vegetables, Fresh Produce, Veggies, SuperiorOne",,,,New,N,0,"Default Tax Class",,N,/korean-daikon-40-lb/,,,,,,,,,,,,N,,
Product,2855,"Lemon Grass-40 lb",P,,,,,Right,"<p><strong>Fresh Produce</strong><br /><span>Enjoy the freshness!!!</span><br /><br /><strong></p>",30.99,26.00,0.00,0.00,0.0000,N,,40.0000,0.0000,0.0000,0.0000,Y,Y,,none,0,0,"Fresh Produce",,,,,,"Lemon Grass-40 lb, Vegetables, Fresh Produce, Veggies, SuperiorOne",,,,New,N,0,"Default Tax Class",,N,/lemon-grass-40-lb/,,,,,,,,,,,,N,,
Product,2856,"Long Beans (Green)-25 lb",P,,,,,Right,"<p><strong>Fresh Produce</strong><br /><span>Enjoy the freshness!!!</span><br /><br /><strong></p>",85.99,72.00,0.00,0.00,0.0000,N,,25.0000,0.0000,0.0000,0.0000,Y,Y,,none,0,0,"Fresh Produce",,,,,,"Long Beans (Green)-25 lb, Vegetables, Fresh Produce, Veggies, SuperiorOne",,,,New,N,0,"Default Tax Class",,N,/long-beans-green-25-lb/,,,,,,,,,,,,N,,
Product,2857,"Long Beans (White)-25 lb",P,,,,,Right,"<p><strong>Fresh Produce</strong><br /><span>Enjoy the freshness!!!</span><br /><br /><strong></p>",88.99,74.00,0.00,0.00,0.0000,N,,25.0000,0.0000,0.0000,0.0000,Y,Y,,none,0,0,"Fresh Produce",,,,,,"Long Beans (White)-25 lb, Vegetables, Fresh Produce, Veggies, SuperiorOne",,,,New,N,0,"Default Tax Class",,N,/long-beans-white-25-lb/,,,,,,,,,,,,N,,
Product,2858,"Long Squash (Opo)-35 lb",P,,,,,Right,"<p><strong>Fresh Produce</strong><br /><span>Enjoy the freshness!!!</span><br /><br /><strong></p>",24.99,21.00,0.00,0.00,0.0000,N,,35.0000,0.0000,0.0000,0.0000,Y,Y,,none,0,0,"Fresh Produce",,,,,,"Long Squash (Opo)-35 lb, Vegetables, Fresh Produce, Veggies, SuperiorOne",,,,New,N,0,"Default Tax Class",,N,/long-squash-opo-35-lb/,,,,,,,,,,,,N,,
Product,2859,"Malanga Blanca (Lg)-35 lb",P,,,,,Right,"<p><strong>Fresh Produce</strong><br /><span>Enjoy the freshness!!!</span><br /><br /><strong></p>",52.99,44.00,0.00,0.00,0.0000,N,,35.0000,0.0000,0.0000,0.0000,Y,Y,,none,0,0,"Fresh Produce",,,,,,"Malanga Blanca (Lg)-35 lb, Vegetables, Fresh Produce, Veggies, SuperiorOne",,,,New,N,0,"Default Tax Class",,N,/malanga-blanca-lg-35-lb/,,,,,,,,,,,,N,,
Product,2860,"Mexican Squash X-Fancy-25 lb",P,,,,,Right,"<p><strong>Fresh Produce</strong><br /><span>Enjoy the freshness!!!</span><br /><br /><strong></p>",27.99,23.00,0.00,0.00,0.0000,N,,25.0000,0.0000,0.0000,0.0000,Y,Y,,none,0,0,"Fresh Produce",,,,,,"Mexican Squash X-Fancy-25 lb, Vegetables, Fresh Produce, Veggies, SuperiorOne",,,,New,N,0,"Default Tax Class",,N,/mexican-squash-x-fancy-25-lb/,,,,,,,,,,,,N,,
Product,2861,"Montoy (Marabar)-20 lb",P,,,,,Right,"<p><strong>Fresh Produce</strong><br /><span>Enjoy the freshness!!!</span><br /><br /><strong></p>",41.99,35.00,0.00,0.00,0.0000,N,,20.0000,0.0000,0.0000,0.0000,Y,Y,,none,0,0,"Fresh Produce",,,,,,"Montoy (Marabar)-20 lb, Vegetables, Fresh Produce, Veggies, SuperiorOne",,,,New,N,0,"Default Tax Class",,N,/montoy-marabar-20-lb/,,,,,,,,,,,,N,,
Product,2862,"Napa-40 lb",P,,,,,Right,"<p><strong>Fresh Produce</strong><br /><span>Enjoy the freshness!!!</span><br /><br /><strong></p>",27.99,23.00,0.00,0.00,0.0000,N,,40.0000,0.0000,0.0000,0.0000,Y,Y,,none,0,0,"Fresh Produce",,,,,,"Napa-40 lb, Vegetables, Fresh Produce, Veggies, SuperiorOne",,,,New,N,0,"Default Tax Class",,N,/napa-40-lb/,,,,,,,,,,,,N,,
Product,2863,"Okra (Chinese)-30 lb",P,,,,,Right,"<p><strong>Fresh Produce</strong><br /><span>Enjoy the freshness!!!</span><br /><br /><strong></p>",27.99,23.00,0.00,0.00,0.0000,N,,30.0000,0.0000,0.0000,0.0000,Y,Y,,none,0,0,"Fresh Produce",,,,,,"Okra (Chinese)-30 lb, Vegetables, Fresh Produce, Veggies, SuperiorOne",,,,New,N,0,"Default Tax Class",,N,/okra-chinese-30-lb/,,,,,,,,,,,,N,,
Product,2864,"Okra (Indian)-13 lb",P,,,,,Right,"<p><strong>Fresh Produce</strong><br /><span>Enjoy the freshness!!!</span><br /><br /><strong></p>",42.99,36.00,0.00,0.00,0.0000,N,,13.0000,0.0000,0.0000,0.0000,Y,Y,,none,0,0,"Fresh Produce",,,,,,"Okra (Indian)-13 lb, Vegetables, Fresh Produce, Veggies, SuperiorOne",,,,New,N,0,"Default Tax Class",,N,/okra-indian-13-lb/,,,,,,,,,,,,N,,
Product,2865,"Okra (Thai) Galka-30 lb",P,,,,,Right,"<p><strong>Fresh Produce</strong><br /><span>Enjoy the freshness!!!</span><br /><br /><strong></p>",46.99,39.00,0.00,0.00,0.0000,N,,30.0000,0.0000,0.0000,0.0000,Y,Y,,none,0,0,"Fresh Produce",,,,,,"Okra (Thai) Galka-30 lb, Vegetables, Fresh Produce, Veggies, SuperiorOne",,,,New,N,0,"Default Tax Class",,N,/okra-thai-galka-30-lb/,,,,,,,,,,,,N,,
Product,2866,"Onion Red (Medium) Usa-25 lb",P,,,,,Right,"<p><strong>Fresh Produce</strong><br /><span>Enjoy the freshness!!!</span><br /><br /><strong></p>",13.99,12.00,0.00,0.00,0.0000,N,,25.0000,0.0000,0.0000,0.0000,Y,Y,,none,0,0,"Fresh Produce",,,,,,"Onion Red (Medium) Usa-25 lb, Vegetables, Fresh Produce, Veggies, SuperiorOne",,,,New,N,0,"Default Tax Class",,N,/onion-red-medium-usa-25-lb/,,,,,,,,,,,,N,,
Product,2867,"Onion Red (Medium) Usa-3 lbx16",P,,,,,Right,"<p><strong>Fresh Produce</strong><br /><span>Enjoy the freshness!!!</span><br /><br /><strong></p>",30.99,26.00,0.00,0.00,0.0000,N,,3.0000,0.0000,0.0000,0.0000,Y,Y,,none,0,0,"Fresh Produce",,,,,,"Onion Red (Medium) Usa-3 lbx16, Vegetables, Fresh Produce, Veggies, SuperiorOne",,,,New,N,0,"Default Tax Class",,N,/onion-red-medium-usa-3-lbx16/,,,,,,,,,,,,N,,
Product,2868,"Onion Red (Medium) Usa-10 lbx5",P,,,,,Right,"<p><strong>Fresh Produce</strong><br /><span>Enjoy the freshness!!!</span><br /><br /><strong></p>",31.99,27.00,0.00,0.00,0.0000,N,,1.0000,0.0000,0.0000,0.0000,Y,Y,,none,0,0,"Fresh Produce",,,,,,"Onion Red (Medium) Usa-10 lbx5, Vegetables, Fresh Produce, Veggies, SuperiorOne",,,,New,N,0,"Default Tax Class",,N,/onion-red-medium-usa-10-lbx5/,,,,,,,,,,,,N,,
Product,2869,"Onion White (Medium) Usa-50 lb",P,,,,,Right,"<p><strong>Fresh Produce</strong><br /><span>Enjoy the freshness!!!</span><br /><br /><strong></p>",34.99,29.00,0.00,0.00,0.0000,N,,50.0000,0.0000,0.0000,0.0000,Y,Y,,none,0,0,"Fresh Produce",,,,,,"Onion White (Medium) Usa-50 lb, Vegetables, Fresh Produce, Veggies, SuperiorOne",,,,New,N,0,"Default Tax Class",,N,/onion-white-medium-usa-50-lb/,,,,,,,,,,,,N,,
Product,2870,"Onion Yellow (Jumbo) Usa-50 lb",P,,,,,Right,"<p><strong>Fresh Produce</strong><br /><span>Enjoy the freshness!!!</span><br /><br /><strong></p>",27.99,23.00,0.00,0.00,0.0000,N,,50.0000,0.0000,0.0000,0.0000,Y,Y,,none,0,0,"Fresh Produce",,,,,,"Onion Yellow (Jumbo) Usa-50 lb, Vegetables, Fresh Produce, Veggies, SuperiorOne",,,,New,N,0,"Default Tax Class",,N,/onion-yellow-jumbo-usa-50-lb/,,,,,,,,,,,,N,,
Product,2871,"Onion Yellow (Medium) Usa-50 lb",P,,,,,Right,"<p><strong>Fresh Produce</strong><br /><span>Enjoy the freshness!!!</span><br /><br /><strong></p>",16.99,14.00,0.00,0.00,0.0000,N,,50.0000,0.0000,0.0000,0.0000,Y,Y,,none,0,0,"Fresh Produce",,,,,,"Onion Yellow (Medium) Usa-50 lb, Vegetables, Fresh Produce, Veggies, SuperiorOne",,,,New,N,0,"Default Tax Class",,N,/onion-yellow-medium-usa-50-lb/,,,,,,,,,,,,N,,
Product,2872,"Onion Yellow (Medium) Usa-3 lbx16",P,,,,,Right,"<p><strong>Fresh Produce</strong><br /><span>Enjoy the freshness!!!</span><br /><br /><strong></p>",23.99,20.00,0.00,0.00,0.0000,N,,3.0000,0.0000,0.0000,0.0000,Y,Y,,none,0,0,"Fresh Produce",,,,,,"Onion Yellow (Medium) Usa-3 lbx16, Vegetables, Fresh Produce, Veggies, SuperiorOne",,,,New,N,0,"Default Tax Class",,N,/onion-yellow-medium-usa-3-lbx16/,,,,,,,,,,,,N,,
Product,2873,"Onion Yellow (Medium) Usa-5 lbx10",P,,,,,Right,"<p><strong>Fresh Produce</strong><br /><span>Enjoy the freshness!!!</span><br /><br /><strong></p>",23.99,20.00,0.00,0.00,0.0000,N,,5.0000,0.0000,0.0000,0.0000,Y,Y,,none,0,0,"Fresh Produce",,,,,,"Onion Yellow (Medium) Usa-5 lbx10, Vegetables, Fresh Produce, Veggies, SuperiorOne",,,,New,N,0,"Default Tax Class",,N,/onion-yellow-medium-usa-5-lbx10/,,,,,,,,,,,,N,,
Product,2874,"Onion Yellow (Medium) Usa-10 lb x 5",P,,,,,Right,"<p><strong>Fresh Produce</strong><br /><span>Enjoy the freshness!!!</span><br /><br /><strong></p>",23.99,20.00,0.00,0.00,0.0000,N,,10.0000,0.0000,0.0000,0.0000,Y,Y,,none,0,0,"Fresh Produce",,,,,,"Onion Yellow (Medium) Usa-10 lb x 5, Vegetables, Fresh Produce, Veggies, SuperiorOne",,,,New,N,0,"Default Tax Class",,N,/onion-yellow-medium-usa-10-lb-x-5/,,,,,,,,,,,,N,,
Product,2875,"Papaya ---(Green)-30 lb",P,,,,,Right,"<p><strong>Fresh Produce</strong><br /><span>Enjoy the freshness!!!</span><br /><br /><strong></p>",23.99,20.00,0.00,0.00,0.0000,N,,30.0000,0.0000,0.0000,0.0000,Y,Y,,none,0,0,"Fresh Produce",,,,,,"Papaya ---(Green)-30 lb, Vegetables, Fresh Produce, Veggies, SuperiorOne",,,,New,N,0,"Default Tax Class",,N,/papaya-green-30-lb/,,,,,,,,,,,,N,,
Product,2876,"Parval-20 lb",P,,,,,Right,"<p><strong>Fresh Produce</strong><br /><span>Enjoy the freshness!!!</span><br /><br /><strong></p>",73.99,62.00,0.00,0.00,0.0000,N,,20.0000,0.0000,0.0000,0.0000,Y,Y,,none,0,0,"Fresh Produce",,,,,,"Parval-20 lb, Vegetables, Fresh Produce, Veggies, SuperiorOne",,,,New,N,0,"Default Tax Class",,N,/parval-20-lb/,,,,,,,,,,,,N,,
Product,2877,"Peanut (Raw)-50 lb",P,,,,,Right,"<p><strong>Fresh Produce</strong><br /><span>Enjoy the freshness!!!</span><br /><br /><strong></p>",77.99,65.00,0.00,0.00,0.0000,N,,50.0000,0.0000,0.0000,0.0000,Y,Y,,none,0,0,"Fresh Produce",,,,,,"Peanut (Raw)-50 lb, Vegetables, Fresh Produce, Veggies, SuperiorOne",,,,New,N,0,"Default Tax Class",,N,/peanut-raw-50-lb/,,,,,,,,,,,,N,,
Product,2878,"Peanut (Roasted)-50 lb",P,,,,,Right,"<p><strong>Fresh Produce</strong><br /><span>Enjoy the freshness!!!</span><br /><br /><strong></p>",88.99,74.00,0.00,0.00,0.0000,N,,50.0000,0.0000,0.0000,0.0000,Y,Y,,none,0,0,"Fresh Produce",,,,,,"Peanut (Roasted)-50 lb, Vegetables, Fresh Produce, Veggies, SuperiorOne",,,,New,N,0,"Default Tax Class",,N,/peanut-roasted-50-lb/,,,,,,,,,,,,N,,
Product,2879,"Peanut Fresh-38 lb",P,,,,,Right,"<p><strong>Fresh Produce</strong><br /><span>Enjoy the freshness!!!</span><br /><br /><strong></p>",105.99,88.00,0.00,0.00,0.0000,N,,38.0000,0.0000,0.0000,0.0000,Y,Y,,none,0,0,"Fresh Produce",,,,,,"Peanut Fresh-38 lb, Vegetables, Fresh Produce, Veggies, SuperiorOne",,,,New,N,0,"Default Tax Class",,N,/peanut-fresh-38-lb/,,,,,,,,,,,,N,,
Product,2880,"Plantain (Green)-50 lb",P,,,,,Right,"<p><strong>Fresh Produce</strong><br /><span>Enjoy the freshness!!!</span><br /><br /><strong></p>",49.99,42.00,0.00,0.00,0.0000,N,,50.0000,0.0000,0.0000,0.0000,Y,Y,,none,0,0,"Fresh Produce",,,,,,"Plantain (Green)-50 lb, Vegetables, Fresh Produce, Veggies, SuperiorOne",,,,New,N,0,"Default Tax Class",,N,/plantain-green-50-lb/,,,,,,,,,,,,N,,
Product,2881,"Potato 40-50 Ct-50 lb",P,,,,,Right,"<p><strong>Fresh Produce</strong><br /><span>Enjoy the freshness!!!</span><br /><br /><strong></p>",51.99,43.00,0.00,0.00,0.0000,N,,50.0000,0.0000,0.0000,0.0000,Y,Y,,none,0,0,"Fresh Produce",,,,,,"Potato 40-50 Ct-50 lb, Vegetables, Fresh Produce, Veggies, SuperiorOne",,,,New,N,0,"Default Tax Class",,N,/potato-40-50-ct-50-lb/,,,,,,,,,,,,N,,
Product,2882,"Potato 10X5 Lbs-50 lb",P,,,,,Right,"<p><strong>Fresh Produce</strong><br /><span>Enjoy the freshness!!!</span><br /><br /><strong></p>",24.99,21.00,0.00,0.00,0.0000,N,,50.0000,0.0000,0.0000,0.0000,Y,Y,,none,0,0,"Fresh Produce",,,,,,"Potato 10X5 Lbs-50 lb, Vegetables, Fresh Produce, Veggies, SuperiorOne",,,,New,N,0,"Default Tax Class",,N,/potato-10x5-lbs-50-lb/,,,,,,,,,,,,N,,
Product,2883,"Potato 5X10 Lbs-50 lb",P,,,,,Right,"<p><strong>Fresh Produce</strong><br /><span>Enjoy the freshness!!!</span><br /><br /><strong></p>",23.99,20.00,0.00,0.00,0.0000,N,,50.0000,0.0000,0.0000,0.0000,Y,Y,,none,0,0,"Fresh Produce",,,,,,"Potato 5X10 Lbs-50 lb, Vegetables, Fresh Produce, Veggies, SuperiorOne",,,,New,N,0,"Default Tax Class",,N,/potato-5x10-lbs-50-lb/,,,,,,,,,,,,N,,
Product,2884,"Potato Red A-50 lb",P,,,,,Right,"<p><strong>Fresh Produce</strong><br /><span>Enjoy the freshness!!!</span><br /><br /><strong></p>",41.99,35.00,0.00,0.00,0.0000,N,,50.0000,0.0000,0.0000,0.0000,Y,Y,,none,0,0,"Fresh Produce",,,,,,"Potato Red A-50 lb, Vegetables, Fresh Produce, Veggies, SuperiorOne",,,,New,N,0,"Default Tax Class",,N,/potato-red-a-50-lb/,,,,,,,,,,,,N,,
Product,2885,"Potato Red B-50 lb",P,,,,,Right,"<p><strong>Fresh Produce</strong><br /><span>Enjoy the freshness!!!</span><br /><br /><strong></p>",41.99,35.00,0.00,0.00,0.0000,N,,50.0000,0.0000,0.0000,0.0000,Y,Y,,none,0,0,"Fresh Produce",,,,,,"Potato Red B-50 lb, Vegetables, Fresh Produce, Veggies, SuperiorOne",,,,New,N,0,"Default Tax Class",,N,/potato-red-b-50-lb/,,,,,,,,,,,,N,,
Product,2886,"Potato White B-50 lb",P,,,,,Right,"<p><strong>Fresh Produce</strong><br /><span>Enjoy the freshness!!!</span><br /><br /><strong></p>",37.99,32.00,0.00,0.00,0.0000,N,,50.0000,0.0000,0.0000,0.0000,Y,Y,,none,0,0,"Fresh Produce",,,,,,"Potato White B-50 lb, Vegetables, Fresh Produce, Veggies, SuperiorOne",,,,New,N,0,"Default Tax Class",,N,/potato-white-b-50-lb/,,,,,,,,,,,,N,,
Product,2887,"Pumpkin-30 lb",P,,,,,Right,"<p><strong>Fresh Produce</strong><br /><span>Enjoy the freshness!!!</span><br /><br /><strong></p>",29.99,25.00,0.00,0.00,0.0000,N,,30.0000,0.0000,0.0000,0.0000,Y,Y,,none,0,0,"Fresh Produce",,,,,,"Pumpkin-30 lb, Vegetables, Fresh Produce, Veggies, SuperiorOne",,,,New,N,0,"Default Tax Class",,N,/pumpkin-30-lb/,,,,,,,,,,,,N,,
Product,2888,"Serrano Pepper-30 lb",P,,,,,Right,"<p><strong>Fresh Produce</strong><br /><span>Enjoy the freshness!!!</span><br /><br /><strong></p>",52.99,44.00,0.00,0.00,0.0000,N,,30.0000,0.0000,0.0000,0.0000,Y,Y,,none,0,0,"Fresh Produce",,,,,,"Serrano Pepper-30 lb, Vegetables, Fresh Produce, Veggies, SuperiorOne",,,,New,N,0,"Default Tax Class",,N,/serrano-pepper-30-lb/,,,,,,,,,,,,N,,
Product,2889,"Shallot-40 lb",P,,,,,Right,"<p><strong>Fresh Produce</strong><br /><span>Enjoy the freshness!!!</span><br /><br /><strong></p>",42.99,36.00,0.00,0.00,0.0000,N,,40.0000,0.0000,0.0000,0.0000,Y,Y,,none,0,0,"Fresh Produce",,,,,,"Shallot-40 lb, Vegetables, Fresh Produce, Veggies, SuperiorOne",,,,New,N,0,"Default Tax Class",,N,/shallot-40-lb/,,,,,,,,,,,,N,,
Product,2890,"Sher Li Hon-25 lb",P,,,,,Right,"<p><strong>Fresh Produce</strong><br /><span>Enjoy the freshness!!!</span><br /><br /><strong></p>",34.99,29.00,0.00,0.00,0.0000,N,,25.0000,0.0000,0.0000,0.0000,Y,Y,,none,0,0,"Fresh Produce",,,,,,"Sher Li Hon-25 lb, Vegetables, Fresh Produce, Veggies, SuperiorOne",,,,New,N,0,"Default Tax Class",,N,/sher-li-hon-25-lb/,,,,,,,,,,,,N,,
Product,2891,"Snake Gourd-30 lb",P,,,,,Right,"<p><strong>Fresh Produce</strong><br /><span>Enjoy the freshness!!!</span><br /><br /><strong></p>",61.99,52.00,0.00,0.00,0.0000,N,,30.0000,0.0000,0.0000,0.0000,Y,Y,,none,0,0,"Fresh Produce",,,,,,"Snake Gourd-30 lb, Vegetables, Fresh Produce, Veggies, SuperiorOne",,,,New,N,0,"Default Tax Class",,N,/snake-gourd-30-lb/,,,,,,,,,,,,N,,
Product,2892,"Snow Peas-10 lb",P,,,,,Right,"<p><strong>Fresh Produce</strong><br /><span>Enjoy the freshness!!!</span><br /><br /><strong></p>",33.99,28.00,0.00,0.00,0.0000,N,,10.0000,0.0000,0.0000,0.0000,Y,Y,,none,0,0,"Fresh Produce",,,,,,"Snow Peas-10 lb, Vegetables, Fresh Produce, Veggies, SuperiorOne",,,,New,N,0,"Default Tax Class",,N,/snow-peas-10-lb/,,,,,,,,,,,,N,,
Product,2893,"Sugar Peas ( Snap)-10 lb",P,,,,,Right,"<p><strong>Fresh Produce</strong><br /><span>Enjoy the freshness!!!</span><br /><br /><strong></p>",45.99,38.00,0.00,0.00,0.0000,N,,10.0000,0.0000,0.0000,0.0000,Y,Y,,none,0,0,"Fresh Produce",,,,,,"Sugar Peas ( Snap)-10 lb, Vegetables, Fresh Produce, Veggies, SuperiorOne",,,,New,N,0,"Default Tax Class",,N,/sugar-peas-snap-10-lb/,,,,,,,,,,,,N,,
Product,2894,"Ta Ku Choy-25 lb",P,,,,,Right,"<p><strong>Fresh Produce</strong><br /><span>Enjoy the freshness!!!</span><br /><br /><strong></p>",42.99,36.00,0.00,0.00,0.0000,N,,25.0000,0.0000,0.0000,0.0000,Y,Y,,none,0,0,"Fresh Produce",,,,,,"Ta Ku Choy-25 lb, Vegetables, Fresh Produce, Veggies, SuperiorOne",,,,New,N,0,"Default Tax Class",,N,/ta-ku-choy-25-lb/,,,,,,,,,,,,N,,
Product,2895,"Taro Leafs ( Patra Leafs)-10 lb",P,,,,,Right,"<p><strong>Fresh Produce</strong><br /><span>Enjoy the freshness!!!</span><br /><br /><strong></p>",37.99,31.50,0.00,0.00,0.0000,N,,10.0000,0.0000,0.0000,0.0000,Y,Y,,none,0,0,"Fresh Produce",,,,,,"Taro Leafs ( Patra Leafs)-10 lb, Vegetables, Fresh Produce, Veggies, SuperiorOne",,,,New,N,0,"Default Tax Class",,N,/taro-leafs-patra-leafs-10-lb/,,,,,,,,,,,,N,,
